ID,synonyms
HCT116-SLC35E2B-KO-c15,['CE06RF-2']
HCT116-SLC35E2B-KO-c8,['CE06RE-6']
HCT116-SLC35E3-KO-c7,['CE06KF-S']
HCT116-SLC35E3-KO-c9,['CE06KG-9']
HCT116-SLC35E4-KO-c4,['CE04S0-Q']
HCT116-SLC35E4-KO-c8,['CE04S2-0']
HCT116-SLC35F2-KO-c2,['CE04CK-S']
HCT116-SLC35F2-KO-c3,['CE04CM-9']
HCT116-SLC35F3-KO-c2,['CE0589-B']
HCT116-SLC35F3-KO-c3,['CE058A-7']
HCT116-SLC35F6-KO-c1,['CE07A7-A']
HCT116-SLC35F6-KO-c10,['CE07A8-X']
HCT116-SLC35F6-KO-c8,['CE05EH-Z']
HCT116-SLC35G1-KO-c3,['CE05H4-Q']
HCT116-SLC35G1-KO-c4,['CE05H5-U']
HCT116-SLC36A1-KO-c1,['CE04E2-B']
HCT116-SLC36A1-KO-c11,['CE04E3-7']
HCT116-SLC36A4-KO-c3,['CE06N5-U']
HCT116-SLC36A4-KO-c5,['CE06N6-0']
HCT116-SLC37A3-KO-c11,['CE07AA-Y']
HCT116-SLC37A3-KO-c4,['CE05EN-C']
HCT116-SLC37A3-KO-c9,['CE07AC-M']
HCT116-SLC38A1-KO-c5,['CE070K-9']
HCT116-SLC38A1-KO-c7,['CE070M-V']
HCT116-SLC38A10-KO-c5,['CE07AE-T']
HCT116-SLC38A10-KO-c6,['CE07AF-F']
HCT116-SLC38A2-KO-c1,['CE07AK-V']
HCT116-SLC38A2-KO-c3,['CE07AM-N']
HCT116-SLC38A5-KO-c2,['CE056F-X']
HCT116-SLC38A5-KO-c8,['CE056K-3']
HCT116-SLC38A7-KO-c1,['CE04PB-9']
HCT116-SLC38A7-KO-c22,['CE053F-V']
HCT116-SLC38A9-KO-c1,['CE06ZR-C']
HCT116-SLC38A9-KO-c8,['CE06ZV-W']
HCT116-SLC39A1-KO-c10,['CE055P-V']
HCT116-SLC39A1-KO-c8,['CE055N-9']
HCT116-SLC39A11-KO-c23,['CE07EM-G']
HCT116-SLC39A11-KO-c5,['CE0562-E']
HCT116-SLC39A13-KO-c5,['CE06KH-V']
HCT116-SLC39A13-KO-c6,['CE06KK-N']
HCT116-SLC39A14-KO-c8,['CE0555-6']
HCT116-SLC39A14-KO-c9,['CE0556-2']
HCT116-SLC39A3-KO-c2,['CE055B-X']
HCT116-SLC39A3-KO-c4,['CE055C-G']
HCT116-SLC39A4-KO-c16,['CE06RN-X']
HCT116-SLC39A4-KO-c5,['CE06RK-8']
HCT116-SLC39A6-KO-c12,['CE0590-9']
HCT116-SLC39A6-KO-c8,['CE058Z-S']
HCT116-SLC39A7-KO-c15,['CE07EN-Y']
HCT116-SLC39A7-KO-c8,['CE06Z4-8']
HCT116-SLC39A8-KO-c6,['CE04PC-V']
HCT116-SLC39A8-KO-c9,['CE04PE-N']
HCT116-SLC39A9-KO-c1,['CE04PG-Z']
HCT116-SLC39A9-KO-c14,['CE053H-H']
HCT116-SLC3A2-KO-c6,['CE05S5-T']
HCT116-SLC41A1-KO-c5,['CE055V-P']
HCT116-SLC41A1-KO-c7,['CE055W-R']
HCT116-SLC41A2-KO-c4,['CE04PH-P']
HCT116-SLC41A2-KO-c6,['CE04PK-R']
HCT116-SLC41A3-KO-c10,['CE056P-F']
HCT116-SLC41A3-KO-c6,['CE056N-T']
HCT116-SLC43A2-KO-c7,['CE06KR-R']
HCT116-SLC43A2-KO-c9,['CE06KT-5']
HCT116-SLC44A1-KO-c14,['CE053K-Z']
HCT116-SLC44A1-KO-c32,['CE0617-1']
HCT116-SLC44A2-KO-c1,['CE058E-0']
HCT116-SLC44A2-KO-c2,['CE058F-6']
HCT116-SLC44A3-KO-c2,['CE055Z-5']
HCT116-SLC44A3-KO-c8,['CE0560-1']
HCT116-SLC45A1-KO-c2,['CE04PN-5']
HCT116-SLC45A1-KO-c4,['CE04PP-1']
HCT116-SLC45A3-KO-c10,['CE04PX-U']
HCT116-SLC45A3-KO-c6,['CE04PW-Q']
HCT116-SLC45A4-KO-c10,['CE04R1-2']
HCT116-SLC45A4-KO-c7,['CE04PZ-0']
HCT116-SLC45A4-KO-c8,['CE04R0-6']
HCT116-SLC46A1-KO-c11,['CE055S-H']
HCT116-SLC46A1-KO-c5,['CE055R-N']
HCT116-SLC48A1-KO-c10,['CE06M1-Q']
HCT116-SLC48A1-KO-c5,['CE06KZ-B']
HCT116-SLC49A3-KO-c10,['CE06RR-Y']
HCT116-SLC49A3-KO-c7,['CE06RP-G']
HCT116-SLC4A11-KO-c6,['CE07AR-P']
HCT116-SLC4A11-KO-c9,['CE07AS-R']
HCT116-SLC4A2-KO-c3,['CE0564-7']
HCT116-SLC4A2-KO-c5,['CE0565-Q']
HCT116-SLC4A3-KO-c12,['CE05S9-V']
HCT116-SLC4A3-KO-c8,['CE05S8-9']
HCT116-SLC4A7-KO-c10,['CE05H6-0']
HCT116-SLC4A7-KO-c20,['CE07AT-C']
HCT116-SLC50A1-KO-c4,['CE06M3-0']
HCT116-SLC50A1-KO-c8,['CE06M4-6']
HCT116-SLC52A2-KO-c4,['CE06ZA-M']
HCT116-SLC52A2-KO-c7,['CE06ZB-T']
HCT116-SLC52A3-KO-c12,['CE0559-8']
HCT116-SLC52A3-KO-c5,['CE0558-K']
HCT116-SLC5A3-KO-c6,['CE06ZG-V']
HCT116-SLC5A3-KO-c7,['CE06ZH-N']
HCT116-SLC5A6-KO-c3,['CE055F-3']
HCT116-SLC5A6-KO-c5,['CE055H-T']
HCT116-SLC6A16-KO-c10,['CE05G3-0']
HCT116-SLC6A16-KO-c9,['CE05G2-U']
HCT116-SLC6A17-KO-c2,['CE0567-0']
HCT116-SLC6A17-KO-c6,['CE0568-6']
HCT116-SLC6A6-KO-c8,['CE056B-K']
HCT116-SLC6A6-KO-c9,['CE056C-8']
HCT116-SLC6A8-KO-c10,['CE0700-Q']
HCT116-SLC6A8-KO-c8,['CE06ZX-B']
HCT116-SLC7A1-KO-c3,['CE05G5-2']
HCT116-SLC7A1-KO-c5,['CE05G7-K']
HCT116-SLC7A11-KO-c11,['CE07AV-5']
HCT116-SLC7A5-KO-c12,['CE051K-W']
HCT116-SLC7A5-KO-c21,['CE051H-1']
HCT116-SLC7A6-KO-c10,['CE056X-Z']
HCT116-SLC7A6-KO-c6,['CE056W-H']
HCT116-SLC8A2-KO-c4,['CE04R5-A']
HCT116-SLC8A2-KO-c6,['CE04R6-X']
HCT116-SLC8B1-KO-c5,['CE056R-S']
HCT116-SLC8B1-KO-c6,['CE056S-9']
HCT116-SLC9A1-KO-c12,['CE04R8-Y']
HCT116-SLC9A1-KO-c5,['CE04R7-G']
HCT116-SLC9A5-KO-c7,['CE04RB-T']
HCT116-SLC9A5-KO-c8,['CE04RC-F']
HCT116-SLC9A6-KO-c16,['CE05SW-6']
HCT116-SLC9A6-KO-c21,['CE05SX-2']
HCT116-SLC9A7-KO-c15,['CE06M5-2']
HCT116-SLC9A7-KO-c22,['CE06M6-4']
HCT116-SLC9A8-KO-c12,['CE0676-8']
HCT116-SLC9A8-KO-c2,['CE0674-4']
HCT116-SLC9B2-KO-c2,['CE0740-N']
HCT116-SLC9B2-KO-c8,['CE0702-0']
HCT116-SLCO4A1-KO-c5,['CE04RN-P']
HCT116-SLCO4A1-KO-c9,['CE04RP-R']
HCT116-SPNS1-KO-c15,['CE061T-Y']
HCT116-SPNS1-KO-c16,['CE061V-3']
HCT116-TMEM104-KO-c4,['CE0705-4']
HCT116-TMEM104-KO-c5,['CE0706-K']
HCT116-TMEM165-KO-c21,['CE062A-1']
HCT116-TMEM165-KO-c36,['CE06M7-K']
HCT116-TMEM241-KO-c3,['CE070A-G']
HCT116-TMEM241-KO-c4,['CE070B-Y']
HCT116-UNC93B1-KO-c20,['CE06RX-S']
HCT116-UNC93B1-KO-c24,['CE06RZ-9']
HCT116-XPR1-KO-c20,['CE07ER-M']
HCT116-XPR1-KO-c9,['CE07AW-1']
HCT116-XRCC4(+/-),['XRCC4+/-']
HCT116-XRCC4(-/-),['XRCC4-/-']
HCT116/Cas9 AAVS1,['HCT116/CBH-Cas9-HYG-AAVS1']
HCTK-1,['HCTK1']
HCu 10,"['Hcu 10', 'HCU 10', 'HCu-10']"
HCu 13,"['Hcu 13', 'HCU 13', 'HCu-13', 'HCU-13']"
HCu 18,"['Hcu 18', 'HCU 18', 'HCu-18', 'HCU-18']"
HCu 22,"['HCU 22', 'HCu-22']"
HCu 27,"['HCU 27', 'HCu-27']"
HCu 33,"['Hcu 33', 'HCU 33', 'HCu-33']"
HCu 35,"['Hcu 35', 'HCU 35']"
HCu 37,"['Hcu 37', 'HCU 37', 'HCu-37']"
HCu 39,"['Hcu 39', 'HCU 39', 'HCu-39', 'HCU-39']"
HCu 57,"['Hcu 57', 'HCU 57']"
HCV-29,"['HCV.29', 'HCV 29', 'HCV29']"
HCV-29TMV,['HCV-29Tmv']
HCY-23,['Human Cementocyte-clone 23']
HD-iPS1,"['HD-IPS1', 'HD1-iPS1']"
HD-iPS11,['HD-IPS11']
HD-iPS4,"['HD-IPS4', 'HD1-iPS4']"
HD-iPShom 3F-1,['CHIPS31']
HD-Mar,['HD-MAR']
HD-Mar-2,"['HD-MAR-2', 'HD-MAR 2', 'HD-MAR2', 'HD-Mar2']"
HD-MY-Z,"['HD-MyZ', 'HDMYZ']"
HD129,"['HD129/FE08-005-L1', 'HD129/D28E13', 'D28']"
HD1BR,['Huntington Disease 1 BRighton']
HD1LO,"['Huntington Disease 1 LOndon', 'HD1']"
HD287,"['HD287/D73E6', 'D73']"
HD291,"['HD291/D74E2', 'D74']"
HD2BR,['Huntington Disease 2 BRighton']
hD2L-CHO,['CHO/hD2']
HD2LO,"['Huntington Disease 2 LOndon', 'HD2']"
HD3LO,['Huntington Disease 3 LOndon']
HD4LO,"['HD4 LO', 'Huntington Disease 4 LOndon']"
HD511ABR,['Huntington Disease 511 Australia BRisbane']
HD513ABR,['Huntington Disease 513 Australia BRisbane']
HD5LO,['Huntington Disease 5 LOndon']
HD7/1A1.15.24,['HD7/1A1']
HD83,"['HD83/FE07-135-L1', 'HD83/D17/FE07-135-L1', 'HD83/D17E12', 'D17']"
HDB,"['33401', 'TER221', 'TER-221', 'Ter 221', 'TER411', 'TER-411', 'Ter 411']"
HDC-101,['HDC101']
HDC-102,['HDC102']
HDC-108,['HDC108']
HDC-111,['HDC111']
HDC-114,['HDC114']
HDC-117,['HDC117']
HDC-119,['HDC119']
HDC-120,['HDC120']
HDC-127,['HDC127']
HDC-133,['HDC133']
HDC-135,['HDC135']
HDC-137,['HDC137']
HDC-142,['HDC142']
HDC-143,['HDC143']
HDC-15,['HDC15']
HDC-150,['HDC150']
HDC-54,['HDC54']
HDC-57,['HDC57']
HDC-63,['HDC63']
HDC-73,['HDC73']
HDC-75,['HDC75']
HDC-77,['HDC77']
HDC-8,['HDC8']
HDC-82,['HDC82']
HDC-87,['HDC87']
HDC-8NMIIK1,['HDC-8 NMII K1']
HDC-9,['HDC9']
HDC-90,['HDC90']
HDC-97,['HDC97']
HDC-9NMI,['HDC-9 NMI']
HDE-14,['HDE14']
HDF-f,"['HDF51', 'Human Dermal Fibroblast-fetal']"
HDF1377,['1377']
HDF1388,"['HDF-1388', 'aHDF1388', '1388']"
HDF1392,['1392']
HDF1419,"['aHDF1419', '1419']"
HDF1437,"['HDF-1437', '1437']"
HDF1488,['1488']
HDF1503,['1503']
HDF1554,['1554']
HDF1616,['1616']
HDLM-1,['HDLM1']
HDLM-2,"['HD-LM-2', 'HDLM2']"
HDLM-3,['HDLM3']
HDm-4,"['GM10478', 'GM10478A']"
HDm-5,['GM10479']
HDN-16,['HD-N-16']
hDPC-TERT,['human Dental Papilla Cells-TERT']
HDQ-P1,['HDQP1']
HDZi001-A,['hiPSC NP0039']
HDZi003-A,['hiPSC NP0038']
He Geg,['Culture 346']
HE-239,['HE239']
HE-30,['HE30']
HE-LU (Rifkin),['HE-LU(Rifkin)']
HE12,['Human Embryo 12']
HE13,['Human Embryo 13']
HE16,['Human Embryo 16']
HE17,['Human Embryo 17']
HE18,['Human Embryo 18']
HE19,['Human Embryo 19']
HE20,['Human Embryo 20']
HE21,['Human Embryo 21']
HE22,['Human Embryo 22']
HE23,['Human Embryo 23']
HE27,['Human Embryo 27']
HE28,['Human Embryo 28']
HE29,['Human Embryo 29']
HE30,['Human Embryo 30']
HE31,['Human Embryo 31']
HE32,['Human Embryo 32']
HE33,['Human Embryo 33']
HE34,['Human Embryo 34']
HE36,['Human Embryo 36']
HE37,['Human Embryo 37']
HE38,['Human Embryo 38']
HE39,['Human Embryo 39']
HE4,['Human Embryo 4']
HE40,['Human Embryo 40']
HE41,['Human Embryo 41']
HE42,['Human Embryo 42']
HE46,['Human Embryo 46']
HE47,['Human Embryo 47']
HE48,['Human Embryo 48']
HE49,['Human Embryo 49']
HE50,['Human Embryo 50']
HE51,['Human Embryo 51']
HE52,['Human Embryo 52']
HE53,['Human Embryo 53']
HE54,['Human Embryo 54']
HE55,['Human Embryo 55']
HE57,['Human Embryo 57']
HE6,['Human Embryo 6']
HE7,['Human Embryo 7']
HEBHMUi001-A,['PDSHB-002']
HEBHMUi002-A,['HCHB-002']
HEBHMUi003-A,['HCHB-003']
HEBHMUi004-A,['ALSHB-004']
HEBHMUi005-A,['HCHB-005']
HEBHMUi006-A,['HCHB-006']
HEBHMUi007-A,['HCHB-007']
HEBHMUi008-A,['HCHB-008']
HEBHMUi009-A,['HCHB-009']
HEBHMUi010-A,['HCHB-0010']
HEBHMUi011-A,['HCHB-011']
HEBHMUi012-A,['HCHB-012']
HEBHMUi013-A,['HCHB-013']
HEBHMUi014-A,['HCHB-014']
HEBHMUi015-A,['HCHB-015']
HEC-1,"['HEC1', 'Human Endometrial Cancer-1', 'HEC-B-296']"
HEC-1-A,"['Hec-1-A', 'HEC-1A', 'HEC1-A', 'HEC1A', 'Hec1A']"
HEC-1-B,"['Hec-1-B', 'HEC-1B', 'Hec-1b', 'HEC1-B', 'HEC1B', 'Hec1B']"
HEC-108,['HEC108']
HEC-116,['HEC116']
HEC-151,['HEC151']
HEC-1BE,['HEC1BE']
HEC-1C,"['HEC-1 C', 'HEC-IC']"
HEC-1D,"['HEC-1 D', 'HEC-ID']"
HEC-251,['HEC251']
HEC-265,['HEC265']
HEC-46,"['HEC46', 'HEC-46R1']"
HEC-50B,"['HEC50B', 'HEC-50 clone B', 'HEC-50', 'HEC50', 'Hec50']"
HEC-59,"['HEC59', 'Hec59']"
HEC-6,['HEC6']
HEC-88nu,"['HEC-88 nu', 'HEC88nu', 'HEC88NU', 'HEC-88']"
HEC-LTT,['HUVEC Uni-TAg/bi-hTert']
Hec50Co,['HEC-50CO']
HECi001-A,['Islet iPSC-C3']
HEFX,"['HEFX1', 'HUJIe001-A']"
HEI-OC1,"['HEIOC1', 'House Ear Institute-Organ of Corti 1']"
HEI193,"['HEI-193', 'HEI 193', 'House Ear Institute 193']"
HEK,"['Human Embryonic Kidney', 'HEK-1', 'HEK-RLV']"
HEK 293 STF,"['STF', 'Super TOP-FLASH', 'SuperTopFlash']"
HEK 293 Tet-Off,['293 Tet-Off']
HEK 293 Tet-On,"['293 Tet-On', 'Tet-293']"
HEK 293 Tet-On 3G,['HEK293 Tet-On 3G']
HEK 293 Tet-On Advanced,"['HEK293 Tet-On Advanced', 'HEK293 TET-On Advanced']"
HEK TE,"['HEK-TE', 'HEKTE']"
HEK-2,['Human Embryo Kidney-2']
HEK-293 hNav1.9,"['HEK-hNav1.9', 'HEK-hNav1.9 (+hbeta1/beta2)']"
HEK-293 mNav1.9,"['HEK-mNav1.9', 'HEK-mNav1.9 (+mbeta1/beta2)']"
HEK-293 rNav1.9,"['HEK-rNav1.9', 'HEK-rNav1.9 (+rbeta1/beta2)']"
HEK-293-AChE,['293-AChE']
HEK-293-AChE-ST,['293-AChE-ST']
HEK-293-AT1,['HEK-293AT1']
HEK-293-Munc18b,['HEK-Munc18b18']
HEK-293-TrkB,"['HEK-TrkB', 'HEK293-TrkB']"
HEK-293B2,"['293-B2', 'HEK293B2']"
HEK-293CymR,"['QBI-HEK 293CymR', 'QBI-HEK 293-CymR', 'QBI-HEK293CymR', '293-CymR']"
HEK-293T-hACE2,['293T-ACE2']
HEK-3KO,['IP3R Null HEK-293']
HEK-Blue hDectin-1b,['HEK-Blue hDectin1b']
HEK-Blue hTLR2,"['HEK-BLUE-hTLR2', 'HEK-Blue-TLR2']"
HEK-Blue hTLR4,"['HEK-BLUE-hTLR4', 'HEK293-Blue-hTLR4 CD14-MD2']"
HEK-Blue hTLR5,['HEK293-Blue-hTLR5']
HEK-Blue IFN-alpha/beta,['HEK-Blue IFN-a/b']
HEK-Blue IFN-gamma,['HEK-Blue IFN-g']
HEK-Blue Null1,['HEK-Blue-Null-1']
HEK-Blue Null2,['HEK-Blue-Null-2']
HEK-CaSR,"['CaSR', 'CaSR-HEK']"
HEK-Dual Null,['HEK-NF-KappaB-SEAP/KI-[IL-8]Lucia']
HEK-MFSD10-KO-c2,['CE01RK-C']
HEK-MTCH2-KO-c1,['CE07ES-T']
HEK-MTCH2-KO-c10,['CE07ET-F']
HEK-ptdTomato-N1 8,['HEK-ptdTomato-N1 clone # 8']
HEK-RHBG-KO-c2,['CE02W0-2']
HEK-SLC12A2-KO-c10,['CE07EX-V']
HEK-SLC12A2-KO-c5,['CE07EZ-N']
HEK-SLC12A3-KO-c7,['CE02VR-E']
HEK-SLC12A3-KO-c8,['CE02VS-B']
HEK-SLC12A6-KO-c4,['CE07F4-C']
HEK-SLC12A6-KO-c5,['CE07F5-5']
HEK-SLC13A5-KO-c12,['CE01SB-F']
HEK-SLC15A2-KO-c9,['CE02PZ-F']
HEK-SLC15A4-KO-c3,['CE01G0-5']
HEK-SLC15A4-KO-c4,['CE01G1-1']
HEK-SLC16A13-KO-c2,['CE02NV-F']
HEK-SLC16A14-KO-c2,['CE017N-K']
HEK-SLC16A14-KO-c6,['CE00P7-A']
HEK-SLC16A9-KO-c4,['CE02SX-A']
HEK-SLC1A1-KO-c1,['CE01SC-S']
HEK-SLC1A2-KO-c4,['CE01M7-R']
HEK-SLC1A5-KO-c8,['CE07F8-E']
HEK-SLC1A5-KO-c9,['CE07F9-B']
HEK-SLC25A28-KO-c1,['CE07FA-7']
HEK-SLC25A28-KO-c10,['CE07FB-Q']
HEK-SLC25A37-KO-c3,['CE07FF-6']
HEK-SLC25A37-KO-c6,['CE07FK-K']
HEK-SLC26A8-KO-c1,['CE005X-G']
HEK-SLC26A8-KO-c2,['CE005Z-Y']
HEK-SLC27A2-KO-c3,['CE006C-C']
HEK-SLC27A2-KO-c5,['CE006F-1']
HEK-SLC27A3-KO-c1,['CE0040-V']
HEK-SLC29A1-KO-c2,['CE00C4-B']
HEK-SLC29A1-KO-c3,['CE00C5-7']
HEK-SLC2A9-KO-c6,['CE01GR-F']
HEK-SLC35F4-KO-c7,['CE01X2-5']
HEK-TERASB56gamma,['TERV-AntiSenseB56']
HEK-TERST,['TERV-ST']
HEK-TERST110,['TERV-ST110']
HEK-TERV,['TERV']
HEK-TLR2-YFP,['HEK-TLR2YFP']
HEK-TLR4-YFP,['HEK-TLR4YFP']
HEK-TLR4-YFP/MD-2,['HEK-TLR4YFP/MD-2']
HEK-TLR9-YFP,['HEK-TLR9YFP']
HEK001,['Human Epidermal Keratinocyte 001']
HEK293,"['Hek293', 'HEK-293', 'HEK/293', 'HEK 293', 'HEK', '293', '293', '293 HEK', '293 Ad5', 'Graham 293', 'Graham-293', 'Human Embryonic Kidney 293']"
HEK293 3xHA ControlTAG,['3xHA HEK293']
HEK293 482R,"['482R-HEK293', 'HEK-293 482R', 'HEK 293 482R']"
HEK293 Actin-cpstFRET-Actin,"['HEK293 AcpA', 'Beta-M-HEK']"
HEK293 Actinin-C-cpstFRET,['HEK293 C-cpstFRET']
HEK293 Actinin-M-cpstFRET,['HEK293 M-cpstFRET']
HEK293 ADCYAP1R1 HiTSeeker,"['HiTSeeker ADCYAP1R1', 'HiTSeeker PAC1', 'ADCYAP1R1 (PACAPR1)/HEK293']"
HEK293 ADORA2A HiTSeeker,"['HiTSeeker ADORA2A', 'ADORA2A/HEK293']"
HEK293 ADORA2B HiTSeeker,"['HiTSeeker ADORA2B', 'ADORA2B/HEK293']"
HEK293 ADRB2 HiTSeeker,"['HiTSeeker ADRB2', 'ADRB2/HEK293']"
HEK293 ADRB3 HiTSeeker,"['HiTSeeker ADRB3', 'ADRB3/HEK293']"
HEK293 APPswe,"['HEK293-APPswe', 'HEK293/APPswe', '20E2']"
HEK293 AVPR1A HiTSeeker,"['HiTSeeker AVPR1A', 'AVPR1A/HEK293']"
HEK293 BDKRB1 HiTSeeker,"['HiTSeeker BDKRB1', 'BDKRB1/HEK293']"
HEK293 BDKRB2 HiTSeeker,['HiTSeeker BDKRB2 (HEK293)']
HEK293 C9orf72+/-,['HEK-293 C9ORF72 heterozygous']
HEK293 C9orf72-/- A,"['HEK-293 C9ORF72 KO clone A', 'KOA']"
HEK293 C9orf72-/- B,"['HEK-293 C9ORF72 KO clone B', 'KOB']"
HEK293 CALCR HiTSeeker,"['HiTSeeker CALCR', 'CALCR/HEK293']"
HEK293 Cas9,"['HEK-293 Cas9', '293 Cas9', '293[HEK-293] Cas9']"
HEK293 Cav3.1,"['HEK293 Cav3.1a', 'HEK-293 Cav3.1c', 'Q-31']"
HEK293 Cav3.2,"['HEK293 Cav3.2a', 'Hh8-5']"
HEK293 Cav3.3,"['HEK293 Cav3.3b', 'LT9-8']"
HEK293 CCKBR arrestin-Nomad,"['CCK2 Arrestin-Nomad', 'ArrestNomad-CCKBR']"
HEK293 CCKBR calcium-Nomad,"['CCKBR Ca2+Nomad', 'CCK2 Nomad']"
HEK293 CHI3L1,"['293-CHI3L1', '293_CHI3L1']"
HEK293 CHRM1 HiTSeeker,['HiTSeeker CHRM1 (HEK293)']
HEK293 CNR1 cAMP-Nomad,"['CB1 cAMP-Nomad', 'CB1 Nomad', 'cAMPNomad-CB1']"
HEK293 CNR1 HiTSeeker,"['HiTSeeker CNR1', 'CNR1/HEK293']"
HEK293 CNR2 HiTSeeker,"['HiTSeeker CNR2', 'CNR2/HEK293']"
HEK293 cpstFRET-Actin,"['HEK293 cpA', 'Beta-C-HEK']"
HEK293 CRHR2 HiTSeeker,"['HiTSeeker CRHR2', 'CRHR-2/HEK293', 'CRF-2 (CRHR-2)/HEK293']"
HEK293 CYP19A1*1,['CYP19A1*1 (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP19A1*3,['CYP19A1*3 (T201M) Expressing HEK293 Cell Line']
HEK293 CYP19A1*4,['CYP19A1*4 (R264C) Expressing HEK293 Cell Line']
HEK293 CYP1A1*1,['CYP1A1*1 (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP1A1*1-V5,['CYP1A1*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP1A2*1A,['CYP1A2*1A (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP1A2*1A-V5,['CYP1A2*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP1A2*21,['CYP1A2*21 (S298R) Expressing HEK293 Cell Line']
HEK293 CYP2A13*1A,['CYP2A13*1A (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP2A13*1A-V5,['CYP2A13*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2A6*1A,['CYP2A6*1A (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP2A6*1A-V5,['CYP2A6*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2B6*1-V5,['CYP2B6*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C18*1-V5,['CYP2C18*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C19*1A-V5,['CYP2C19*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C19*1B-V5,['CYP2C19*1B (I331V - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C19-E92D-V5,['CYP2C19-E92D (no allele designation - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C8*1-V5,['CYP2C8*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C8*2-V5,['CYP2C8*2 (I269F - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C8*3-V5,['CYP2C8*3 (R139K/K399R - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C8*4-V5,['CYP2C8*4 (I264M - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C9*1,['CYP2C9*1 (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP2C9*1-V5,['CYP2C9*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C9*2-V5,['CYP2C9*2 (R144C - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C9*3-V5,['CYP2C9*3 (I359L - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C9*8-V5,['CYP2C9*8 (R150H - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2C9*9-V5,['CYP2C9*9 (H251R - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2D6*10,['CYP2D6*10 (P34S/S486T) Expressing HEK293 Cell Line']
HEK293 CYP2D6*17-V5,['CYP2D6*17 (T107I/R296C/S486T - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2D6*1A-V5,['CYP2D6*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2D6*2-V5,['CYP2D6*2 (R296C/S486T - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2E1*1A,['CYP2E1*1A (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP2E1*1A-V5,['CYP2E1*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP2J2*1-V5,['CYP2J2*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP3A4*15-V5,['CYP3A4*15 (R162Q - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP3A4*1A-V5,['CYP3A4*1A (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP3A5*1,['CYP3A5*1 (Wild type) Expressing HEK293 Cell Line']
HEK293 CYP3A5*1-V5,['CYP3A5*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP3A7*2-V5,['CYP3A7*2 (T409R - V5 tag) Expressing HEK293 Cell Line']
HEK293 CYP4A11*1-V5,['CYP4A11*1 (Wild type - V5 tag) Expressing HEK293 Cell Line']
HEK293 DRD1 cAMP-Nomad,"['DRD1 cAMP-Nomad', 'DRD1 Nomad', 'cAMPNomad DRD1']"
HEK293 DRD1 HiTSeeker,"['HiTSeeker DRD1', 'DRD1/HEK293']"
HEK293 DRD5 HiTSeeker,"['HiTSeeker DRD5', 'DRD5/HEK293']"
HEK293 FRT FURIN KO,"['DeltaFur293', 'HEK293 DeltaFUR']"
HEK293 FSHR Fluo-HiTSeeker,"['FLUO-HitSeeker FSHR', 'FluoHiTSeeker FSHR', 'Fluo-HiTSeeker FSHR/HEK293', 'FSHR-CRE-tGFP/HEK293']"
HEK293 FSHR HiTSeeker,"['HiTSeeker FSHR', 'FSHR/HEK293']"
HEK293 FUS KO,"['HEK293 FUS knockout', 'FUS KO HEK293']"
HEK293 HA-RB1,['Rb expressing HEK 293']
HEK293 HADH-/-,['HEK293 SCHAD KO']
HEK293 human APP695 Swedish,['HEK293 APP695 Swedish']
